u1,i2,1
u3,i199,1
u3,i13,1
u3,i15,1
u3,i166,1
u3,i157,1
u3,i36,1
u3,i47,1
u3,i181,1
u3,i71,1
u3,i114,1
u3,i128,1
u3,i208,1
u3,i6,1
u3,i219,1
u3,i124,1
u3,i68,1
u3,i154,1
u3,i164,1
u3,i155,1
u3,i195,1
u3,i172,1
u3,i167,1
u3,i142,1
u3,i69,1
u3,i174,1
u3,i46,1
u3,i214,1
u3,i140,1
u3,i145,1
u3,i156,1
u3,i4,1
u3,i40,1
u3,i182,1
u3,i189,1
u3,i179,1
u3,i207,1
u3,i162,1
u3,i218,1
u3,i204,1
u3,i106,1
u3,i139,1
u3,i19,1
u3,i126,1
u3,i124,1
u3,i161,1
u3,i148,1
u3,i150,1
u3,i152,1
u3,i177,1
u3,i125,1
u3,i79,1
u3,i96,1
u3,i27,1
u3,i193,1
u3,i26,1
u3,i147,1
u3,i115,1
u3,i137,1
u3,i93,1
u3,i5,1
u3,i121,1
u3,i192,1
u3,i110,1
u3,i123,1
u3,i176,1
u3,i76,1
u3,i205,1
u3,i117,1
u3,i8,1
u3,i82,1
u3,i66,1
u3,i23,1
u3,i186,1
u3,i28,1
u3,i188,1
u3,i203,1
u3,i185,1
u3,i159,1
u3,i211,1
u3,i26,1
u3,i82,1
u3,i58,1
u3,i135,1
u3,i35,1
u3,i65,1
u3,i163,1
u3,i51,1
u3,i216,1
u3,i170,1
u3,i38,1
u3,i87,1
u3,i206,1
u3,i98,1
u3,i43,1
u3,i153,1
u4,i116,1
u4,i58,1
u5,i106,1
u5,i54,1
u5,i620,1
u5,i155,1
u5,i181,1
u5,i293,1
u5,i11,1
u5,i225,1
u5,i29,1
u5,i14,1
u5,i334,1
u5,i118,1
u5,i374,1
u5,i2,1
u5,i337,1
u5,i71,1
u5,i50,1
u5,i57,1
u5,i15,1
u5,i259,1
u5,i282,1
u5,i147,1
u5,i257,1
u5,i57,1
u5,i226,1
u5,i14,1
u5,i63,1
u5,i308,1
u5,i118,1
u5,i139,1
u5,i133,1
u5,i21,1
u5,i30,1
u5,i224,1
u5,i2,1
u5,i365,1
u5,i147,1
u5,i27,1
u5,i260,1
u5,i1,1
u5,i161,1
u5,i234,1
u5,i115,1
u5,i94,1
u5,i98,1
u5,i137,1
u5,i2,1
u5,i44,1
u5,i619,1
u5,i127,1
u5,i63,1
u5,i18,1
u5,i48,1
u5,i131,1
u5,i16,1
u5,i82,1
u5,i26,1
u5,i128,1
u5,i257,1
u5,i10,1
u5,i319,1
u5,i248,1
u5,i61,1
u5,i175,1
u5,i120,1
u5,i61,1
u5,i399,1
u5,i110,1
u5,i15,1
u5,i301,1
u5,i79,1
u5,i225,1
u5,i621,1
u5,i2,1
u5,i79,1
u5,i148,1
u5,i117,1
u5,i15,1
u5,i471,1
u5,i201,1
u5,i11,1
u5,i5,1
u5,i250,1
u5,i48,1
u5,i1,1
u5,i119,1
u5,i271,1
u5,i27,1
u5,i26,1
u5,i168,1
u5,i51,1
u5,i11,1
u5,i48,1
u5,i2,1
u5,i16,1
u5,i286,1
u5,i48,1
u5,i163,1
u5,i121,1
u5,i101,1
u5,i397,1
u5,i372,1
u5,i61,1
u5,i261,1
u5,i50,1
u5,i59,1
u5,i120,1
u5,i32,1
u5,i50,1
u5,i36,1
u5,i263,1
u5,i8,1
u5,i124,1
u5,i47,1
u5,i251,1
u5,i10,1
u5,i104,1
u5,i77,1
u5,i2,1
u5,i234,1
u5,i19,1
u5,i19,1
u5,i251,1
u5,i15,1
u5,i109,1
u5,i486,1
u5,i248,1
u5,i50,1
u5,i79,1
u5,i68,1
u5,i50,1
u5,i169,1
u5,i116,1
u5,i460,1
u5,i64,1
u5,i13,1
u5,i71,1
u5,i1,1
u5,i84,1
u5,i88,1
u5,i173,1
u5,i49,1
u5,i15,1
u5,i59,1
u5,i2,1
u5,i4,1
u5,i115,1
u5,i193,1
u5,i92,1
u5,i131,1
u5,i79,1
u5,i52,1
u5,i62,1
u5,i13,1
u5,i375,1
u5,i153,1
u5,i38,1
u5,i79,1
u5,i23,1
u5,i121,1
u5,i13,1
u5,i163,1
u5,i66,1
u5,i250,1
u5,i54,1
u5,i32,1
u5,i126,1
u5,i76,1
u5,i398,1
u5,i101,1
u5,i452,1
u5,i7,1
u5,i49,1
u5,i36,1
u5,i50,1
u5,i48,1
u5,i137,1
u5,i288,1
u5,i98,1
u5,i222,1
u5,i262,1
u5,i156,1
u5,i160,1
