,0,1
0,1,0.989909291267395
1,1,0.7978447079658508
2,1,0.9980201721191406
3,1,0.9982886910438538
4,1,0.9976338148117065
5,1,0.978201150894165
6,1,0.9955577254295349
7,1,0.9876484870910645
8,1,0.9997289776802063
9,1,0.9982800483703613
10,1,0.9974820017814636
11,1,0.9999545812606812
12,1,0.9996168613433838
13,1,0.8667260408401489
14,1,0.027914555743336678
15,1,0.9733846187591553
16,1,0.9997733235359192
17,1,0.9990279674530029
18,1,0.9482540488243103
19,1,0.998799204826355
20,1,0.9978840947151184
21,1,0.9915578365325928
22,1,0.9991434812545776
23,1,0.2769545614719391
24,1,0.9977370500564575
25,1,0.9975987076759338
26,1,0.9983652234077454
27,1,0.9958730340003967
28,1,0.999170184135437
29,1,0.4735978841781616
30,1,0.9998303651809692
31,1,0.8690502047538757
32,1,0.997523844242096
33,1,0.9910699129104614
34,1,0.8244735598564148
35,1,0.0512378104031086
36,1,0.1962069422006607
37,1,0.7496997714042664
38,1,0.3721679747104645
39,1,0.9977144002914429
40,1,0.008153329603374004
41,1,0.6957300901412964
42,1,0.999193012714386
43,1,0.9999529123306274
44,1,0.9960210919380188
45,1,0.984027624130249
46,1,0.9852267503738403
47,1,0.9891998767852783
48,1,0.9998748302459717
49,1,0.9914310574531555
50,1,0.2129279375076294
51,1,0.8756600618362427
52,1,0.039170440286397934
53,1,0.8583974838256836
54,1,0.09342402219772339
55,1,0.9934101700782776
56,1,0.004865066614001989
57,1,0.46983033418655396
58,1,0.9998347759246826
59,1,0.999355137348175
60,1,0.9976996779441833
61,1,0.9954726099967957
62,1,0.9641327857971191
63,1,0.9909851551055908
64,1,0.9627705216407776
65,1,0.9933891296386719
66,1,0.9794912338256836
67,1,0.9996082186698914
68,1,0.9894281029701233
69,1,0.0002616748388390988
70,1,0.7251138687133789
71,1,0.007395568303763866
72,1,0.9983854293823242
73,1,0.986182451248169
74,1,0.9997400641441345
75,1,0.9996148347854614
76,1,0.852340817451477
77,1,0.7023240923881531
78,1,0.9993212223052979
79,1,0.9989081621170044
80,1,0.9949684739112854
81,1,0.9631199240684509
82,1,0.9933772683143616
83,1,0.9997918009757996
84,1,0.21710658073425293
85,1,0.5844224095344543
86,1,0.999932050704956
87,1,0.9980251789093018
88,1,0.9999549388885498
89,1,0.9990500807762146
90,1,0.9997162222862244
91,1,0.11858192086219788
92,1,0.00942995399236679
93,1,0.9995481371879578
94,1,0.9952510595321655
95,1,0.7376025915145874
96,1,0.9996637105941772
97,1,0.9926705360412598
98,1,0.9998863935470581
99,1,0.879926323890686
100,1,0.7227009534835815
101,1,0.9999990463256836
102,1,0.4321560263633728
103,1,0.9968342185020447
104,1,0.9730556607246399
105,1,0.4636499881744385
106,1,0.9737232327461243
107,1,0.9998413324356079
108,1,0.002250050427392125
109,1,0.9953874945640564
110,1,0.996231734752655
111,1,0.9994743466377258
112,1,0.9999085664749146
113,1,0.1402893364429474
114,1,0.005559240933507681
115,1,0.372591495513916
116,1,0.9997790455818176
117,1,0.999880313873291
118,1,0.7883871793746948
119,1,0.9700255393981934
120,1,0.9956164360046387
121,1,0.9994841814041138
122,1,0.9995309114456177
123,1,0.9818337559700012
124,1,0.9997314810752869
125,1,0.9866071939468384
126,1,0.942196786403656
127,1,0.6833086013793945
128,1,0.09864530712366104
129,1,0.9998738765716553
130,1,0.9952353835105896
131,1,0.9794725179672241
132,1,0.06654948741197586
133,1,0.9459201097488403
134,1,0.9996508359909058
135,1,0.9740157127380371
136,1,0.9688780307769775
137,1,0.9906712770462036
138,1,0.9986226558685303
139,1,0.9975804090499878
140,1,0.9997151494026184
141,1,0.9997889399528503
142,1,0.998710036277771
143,1,0.5195020437240601
144,1,0.9998099207878113
145,1,0.9989833235740662
146,1,0.6770579218864441
147,1,0.9994096755981445
148,1,0.046329010277986526
149,1,0.9990679621696472
150,1,0.935899019241333
151,1,0.896360456943512
152,1,0.9971420168876648
153,1,0.9997290968894958
154,1,0.9657115340232849
155,1,0.9674633741378784
156,1,0.9976536631584167
157,1,0.9977008700370789
158,1,0.9999828338623047
159,1,0.9722156524658203
160,1,0.9877057671546936
161,1,0.9574959874153137
162,1,0.2936302125453949
163,1,0.9968589544296265
164,1,0.9102615118026733
165,1,0.9977261424064636
166,1,0.9976456761360168
167,1,0.9655471444129944
168,1,0.9556291103363037
169,1,0.9976093769073486
170,1,0.9857620000839233
171,1,0.9966775178909302
172,1,0.9905637502670288
173,1,0.9939045310020447
174,1,0.9549952149391174
175,1,0.999127209186554
176,1,0.9995036125183105
177,1,0.9995830655097961
178,1,0.9997840523719788
179,1,0.9994206428527832
180,1,0.9995725750923157
181,1,0.0049171834252774715
182,1,0.013014499098062515
183,1,0.9557092785835266
184,1,0.6658998727798462
185,1,0.9976231455802917
186,1,0.70698082447052
187,1,0.02233869582414627
188,1,0.9999473094940186
189,1,0.9844607710838318
190,1,0.010480977594852448
191,1,0.9977585077285767
192,1,0.9947287440299988
193,1,0.9979804158210754
194,1,0.9999901056289673
195,1,0.997728168964386
196,1,0.6021986603736877
197,1,0.4577338993549347
198,1,0.999976634979248
199,1,0.9970738887786865
200,1,0.9993946552276611
201,1,0.9904941916465759
202,1,0.023030687123537064
203,1,0.9711973071098328
204,1,0.0025730503257364035
205,1,0.9950708150863647
206,1,0.9979267120361328
207,1,0.9945735335350037
208,1,0.20226478576660156
209,1,0.9796813726425171
210,1,0.9981421232223511
211,1,0.9899011850357056
212,1,0.9985937476158142
213,1,0.9751179218292236
214,1,0.9945025444030762
215,1,0.965390145778656
216,1,0.9872274398803711
217,1,0.9920992851257324
218,1,0.9991668462753296
219,1,0.9931144118309021
220,1,0.996117353439331
221,1,0.9838846325874329
222,1,0.968755841255188
