u1	i267	1
u1	i18	1
u1	i6	1
u1	i17	1
u1	i127	1
u1	i226	1
u1	i251	1
u1	i31	1
u1	i264	1
u1	i146	1
u1	i25	1
u1	i146	1
u1	i3	1
u1	i127	1
u1	i81	1
u1	i163	1
u1	i278	1
u1	i117	1
u1	i133	1
u1	i6	1
u1	i78	1
u1	i61	1
u1	i144	1
u1	i280	1
u1	i127	1
u1	i4	1
u1	i170	1
u1	i127	1
u1	i274	1
u1	i345	1
u1	i356	1
u1	i9	1
u1	i189	1
u1	i6	1
u1	i5	1
u1	i14	1
u1	i153	1
u1	i8	1
u1	i81	1
u1	i118	1
u1	i129	1
u1	i197	1
u1	i122	1
u1	i144	1
u1	i153	1
u1	i36	1
u1	i270	1
u1	i58	1
u1	i265	1
u1	i7	1
u1	i321	1
u1	i221	1
u1	i119	1
u2	i119	1
u2	i115	1
u2	i204	1
u2	i208	1
u2	i114	1
u2	i140	1
u2	i165	1
u2	i139	1
u2	i3	1
u3	i58	1
u3	i144	1
u3	i27	1
u3	i104	1
u3	i336	1
u3	i73	1
u3	i53	1
u3	i130	1
u3	i12	1
u3	i30	1
u3	i84	1
u3	i160	1
u3	i97	1
u3	i79	1
u3	i355	1
u3	i1	1
u3	i61	1
u3	i173	1
u3	i102	1
u3	i161	1
u3	i27	1
u3	i36	1
u3	i150	1
u3	i127	1
u3	i96	1
u3	i29	1
u3	i8	1
u3	i112	1
u3	i20	1
u3	i1	1
u3	i27	1
u4	i333	1
u4	i5	1
u4	i151	1
u4	i29	1
u4	i78	1
u4	i321	1
u4	i127	1
u4	i7	1
u4	i1	1
u5	i279	1
u5	i11	1
u5	i287	1
u5	i78	1
u5	i71	1
u5	i114	1
u5	i18	1
u5	i298	1
u5	i8	1
u5	i240	1
u5	i101	1
u5	i186	1
u5	i153	1
u5	i92	1
u5	i187	1
u5	i3	1
u5	i17	1
u5	i6	1
u5	i236	1
u5	i84	1
u5	i89	1
u5	i332	1
u5	i186	1
u5	i181	1
u5	i216	1
u5	i93	1
u5	i66	1
u5	i185	1
u5	i16	1
u5	i248	1
u5	i196	1
u5	i146	1
u5	i150	1
u5	i326	1
u5	i4	1
u5	i1	1
u5	i86	1
u5	i51	1
u5	i18	1
u5	i252	1
u5	i155	1
u5	i211	1
u5	i54	1
u5	i79	1
u5	i88	1
u5	i162	1
u5	i83	1
u5	i152	1
u5	i160	1
u5	i235	1
u5	i345	1
u5	i7	1
u5	i197	1
u5	i15	1
u5	i151	1
u5	i143	1
u5	i127	1
u5	i356	1
u5	i27	1
u5	i149	1
u5	i126	1
u5	i328	1
u5	i10	1
u5	i297	1
u5	i185	1
u5	i81	1
u5	i116	1
u6	i184	1
u6	i84	1
u6	i76	1
u6	i181	1
u6	i67	1
u6	i53	1
u6	i209	1
u6	i152	1
u6	i191	1
u6	i36	1
u6	i123	1
u6	i6	1
u6	i221	1
u6	i10	1
u6	i129	1
u6	i4	1
u6	i95	1
u6	i79	1
u6	i38	1
u6	i180	1
u6	i183	1
u6	i195	1
u6	i3	1
u6	i85	1
u6	i124	1
u6	i194	1
u6	i93	1
u6	i223	1
u6	i9	1
u6	i75	1
u6	i106	1
u6	i191	1
u6	i120	1
u6	i182	1
u6	i186	1
u6	i158	1
u6	i85	1
u6	i127	1
u7	i101	1
u7	i150	1
u7	i118	1
u7	i3	1
u7	i150	1
u8	i347	1
u8	i110	1
u8	i110	1
u8	i8	1
u8	i159	1
u8	i347	1
u8	i98	1
u8	i352	1
u8	i36	1
u8	i10	1
u8	i1	1
u8	i72	1
u8	i92	1
u8	i140	1
u8	i172	1
u9	i30	1
u9	i219	1
u9	i353	1
u9	i220	1
u9	i214	1
u9	i174	1
u9	i300	1
u9	i233	1
u9	i315	1
u9	i332	1
u9	i190	1
u9	i194	1
u9	i25	1
u9	i218	1
u9	i148	1
u9	i299	1
u9	i47	1
u9	i2	1
u9	i158	1
u9	i259	1
u9	i343	1
u9	i240	1
u9	i330	1
u9	i230	1
u9	i346	1
u9	i23	1
u9	i44	1
u9	i125	1
u9	i34	1
u9	i82	1
u9	i138	1
u9	i110	1
u9	i341	1
u9	i38	1
u10	i127	1
u10	i142	1
u10	i3	1
u10	i193	1
u10	i202	1
u10	i79	1
u10	i333	1
u10	i306	1
u10	i142	1
u10	i127	1
u10	i79	1
u10	i78	1
u10	i86	1
u10	i137	1
u10	i17	1
u10	i60	1
u10	i193	1
u10	i78	1
u10	i4	1
u10	i333	1
u11	i76	1
u11	i188	1
u11	i116	1
u11	i159	1
u11	i61	1
u11	i115	1
u11	i7	1
u11	i8	1
u11	i151	1
u11	i6	1
u11	i6	1
u11	i7	1
u11	i7	1
u11	i15	1
u11	i333	1
u11	i153	1
u11	i3	1
u11	i61	1
u11	i321	1
u11	i79	1
u11	i78	1
u12	i149	1
u12	i16	1
u12	i52	1
u12	i347	1
u12	i127	1
u12	i17	1
u12	i86	1
u12	i176	1
u12	i180	1
u12	i76	1
u12	i205	1
u12	i160	1
u12	i36	1
u12	i78	1
u12	i84	1
u12	i79	1
