u1	u81	1.0
u1	u72	1.0
u1	u66	1.0
u1	u61	1.0
u1	u37	1.0
u1	u24	1.0
u1	u22	1.0
u1	u214	1.0
u1	u211	1.0
u1	u171	1.0
u1	u130	1.0
u1	u127	1.0
u1	u120	1.0
u1	u104	1.0
u1	u80	1.0
u1	u79	2.0
u1	u280	1.0
u1	u245	2.0
u1	u236	1.0
u1	u226	1.0
u1	u21	1.0
u1	u161	2.0
u1	u136	1.0
u1	u119	2.0
u1	u106	2.0
u1	u100	1.0
u1	u1	2.0
u10	u79	1.0
u10	u62	1.0
u10	u35	1.0
u10	u33	1.0
u10	u26	1.0
u10	u238	1.0
u10	u236	1.0
u10	u224	1.0
u10	u203	1.0
u10	u171	1.0
u10	u136	1.0
u10	u128	1.0
u10	u121	1.0
u10	u120	1.0
u10	u10	1.0
u100	u266	1.0
u100	u256	1.0
u100	u191	1.0
u100	u1	1.0
u100	u93	1.0
u100	u90	1.0
u100	u82	1.0
u100	u61	3.0
u100	u226	2.0
u100	u148	1.0
u100	u281	1.0
u100	u113	1.0
u100	u253	1.0
u100	u250	1.0
u100	u177	1.0
u100	u278	1.0
u100	u273	2.0
u100	u193	3.0
u100	u137	1.0
u100	u67	3.0
u100	u5	2.0
u100	u201	3.0
u100	u124	2.0
u100	u123	2.0
u100	u64	1.0
u100	u35	1.0
u100	u265	2.0
u100	u208	1.0
u100	u203	4.0
u100	u192	7.0
u100	u179	1.0
u100	u161	5.0
u100	u146	1.0
u100	u127	1.0
u100	u72	4.0
u100	u68	1.0
u100	u6	1.0
u100	u34	1.0
u100	u254	1.0
u100	u249	1.0
u100	u245	5.0
u100	u22	3.0
u100	u21	3.0
u100	u196	2.0
u100	u194	1.0
u100	u19	1.0
u100	u176	1.0
u100	u153	2.0
u100	u116	1.0
u100	u88	1.0
u100	u80	3.0
u100	u79	6.0
u100	u69	1.0
u100	u37	7.0
u100	u280	5.0
u100	u277	1.0
u100	u26	10.0
u100	u238	4.0
u100	u236	9.0
u100	u217	3.0
u100	u211	2.0
u100	u206	1.0
u100	u181	1.0
u100	u178	1.0
u100	u171	5.0
u100	u165	4.0
u100	u154	2.0
u100	u138	3.0
u100	u136	9.0
u100	u121	3.0
u100	u120	8.0
u100	u119	8.0
u100	u106	4.0
u100	u100	14.0
u101	u72	1.0
u101	u55	1.0
u101	u257	1.0
u101	u238	1.0
u101	u121	1.0
u101	u97	1.0
u101	u79	1.0
u101	u68	1.0
u101	u66	2.0
u101	u34	1.0
u101	u269	1.0
u101	u245	1.0
u101	u236	1.0
u101	u235	1.0
u101	u217	1.0
u101	u21	1.0
u101	u203	1.0
u101	u191	1.0
u101	u19	1.0
u101	u186	1.0
u101	u171	1.0
u101	u165	1.0
u101	u161	1.0
u101	u155	1.0
u101	u141	1.0
u101	u136	1.0
u101	u130	1.0
u101	u116	1.0
u101	u112	1.0
u101	u106	2.0
u101	u81	1.0
u101	u67	1.0
u101	u65	1.0
u101	u57	1.0
u101	u37	2.0
u101	u26	3.0
u101	u25	1.0
u101	u228	1.0
u101	u2	1.0
u101	u193	1.0
u101	u176	1.0
u101	u134	1.0
u101	u120	2.0
u101	u119	3.0
u101	u101	3.0
u102	u102	1.0
u103	u90	1.0
u103	u83	1.0
u103	u80	1.0
u103	u70	1.0
u103	u6	1.0
u103	u58	1.0
u103	u45	1.0
u103	u42	1.0
u103	u4	1.0
u103	u35	1.0
u103	u33	1.0
u103	u3	1.0
u103	u29	1.0
u103	u280	1.0
u103	u262	1.0
u103	u247	1.0
u103	u240	1.0
u103	u239	1.0
u103	u238	1.0
u103	u233	1.0
u103	u223	1.0
u103	u211	1.0
u103	u204	1.0
u103	u20	1.0
u103	u195	1.0
u103	u188	1.0
u103	u184	1.0
u103	u176	1.0
u103	u157	1.0
u103	u152	1.0
u103	u151	1.0
u103	u142	1.0
u103	u135	1.0
u103	u131	1.0
u103	u128	1.0
u103	u116	1.0
u103	u114	1.0
u103	u109	1.0
u103	u273	2.0
u103	u231	1.0
u103	u21	1.0
u103	u194	2.0
u103	u74	2.0
u103	u24	2.0
u103	u235	2.0
u103	u192	2.0
u103	u186	3.0
u103	u165	2.0
u103	u130	1.0
u103	u118	1.0
u103	u86	1.0
u103	u81	2.0
u103	u67	2.0
u103	u66	2.0
u103	u38	1.0
u103	u278	2.0
u103	u27	3.0
u103	u264	2.0
u103	u245	2.0
u103	u226	3.0
u103	u203	2.0
u103	u199	1.0
u103	u190	1.0
u103	u178	2.0
u103	u171	3.0
u103	u168	1.0
u103	u149	1.0
u103	u14	1.0
u103	u124	1.0
u103	u123	2.0
u103	u106	2.0
u103	u93	4.0
u103	u88	1.0
u103	u82	3.0
u103	u79	5.0
u103	u75	1.0
u103	u69	5.0
u103	u61	5.0
u103	u5	2.0
u103	u37	5.0
u103	u26	6.0
u103	u236	5.0
u103	u227	1.0
u103	u22	2.0
u103	u214	2.0
u103	u201	1.0
u103	u193	2.0
u103	u161	3.0
u103	u136	6.0
u103	u121	4.0
u103	u120	3.0
u103	u119	4.0
u103	u104	2.0
u103	u103	6.0
u104	u72	1.0
u104	u24	1.0
u104	u211	1.0
u104	u130	1.0
u104	u127	1.0
u104	u1	1.0
u104	u169	1.0
u104	u35	1.0
u104	u281	1.0
u104	u235	1.0
u104	u228	2.0
u104	u206	1.0
u104	u192	2.0
u104	u19	1.0
u104	u186	2.0
u104	u180	1.0
u104	u151	1.0
u104	u113	2.0
u104	u96	1.0
u104	u43	2.0
u104	u232	1.0
u104	u217	2.0
u104	u179	1.0
u104	u86	1.0
u104	u81	2.0
u104	u67	2.0
u104	u66	4.0
u104	u38	1.0
u104	u278	2.0
u104	u27	1.0
u104	u264	2.0
u104	u245	3.0
u104	u226	1.0
u104	u203	2.0
u104	u199	1.0
u104	u190	1.0
u104	u178	1.0
u104	u171	3.0
u104	u168	2.0
u104	u149	2.0
u104	u14	1.0
u104	u124	1.0
u104	u88	1.0
u104	u82	1.0
u104	u79	5.0
u104	u75	1.0
u104	u61	5.0
u104	u236	3.0
u104	u227	1.0
u104	u22	4.0
u104	u214	4.0
u104	u201	1.0
u104	u193	2.0
u104	u161	4.0
u104	u136	3.0
u104	u103	2.0
u104	u93	4.0
u104	u69	4.0
u104	u5	3.0
u104	u37	6.0
u104	u280	2.0
u104	u26	4.0
u104	u153	2.0
u104	u123	2.0
u104	u121	3.0
u104	u119	7.0
u104	u106	4.0
u104	u64	2.0
u104	u120	7.0
u104	u104	8.0
u105	u74	1.0
u105	u5	1.0
u105	u37	1.0
u105	u26	1.0
u105	u22	1.0
u105	u201	1.0
u105	u141	1.0
u105	u119	1.0
u105	u105	1.0
u106	u246	1.0
u106	u215	1.0
u106	u18	1.0
u106	u92	1.0
u106	u2	2.0
u106	u189	2.0
u106	u7	1.0
u106	u48	1.0
u106	u275	1.0
u106	u216	1.0
u106	u12	1.0
u106	u11	1.0
u106	u243	1.0
u106	u24	3.0
u106	u62	3.0
u106	u263	1.0
u106	u134	1.0
u106	u1	2.0
u106	u82	1.0
u106	u148	1.0
u106	u71	1.0
u106	u83	1.0
u106	u70	1.0
u106	u58	1.0
u106	u33	1.0
u106	u3	1.0
u106	u29	1.0
u106	u247	1.0
u106	u239	2.0
u106	u233	3.0
u106	u204	2.0
u106	u20	1.0
u106	u195	1.0
u106	u188	1.0
u106	u184	1.0
u106	u157	2.0
u106	u152	1.0
u106	u142	1.0
u106	u131	1.0
u106	u128	1.0
u106	u114	2.0
u106	u109	1.0
u106	u78	1.0
u106	u56	1.0
