u1,i143,1
u1,i489,1
u1,i19,1
u1,i186,1
u1,i10,1
u1,i305,1
u1,i98,1
u1,i77,1
u1,i21,1
u1,i209,1
u1,i47,1
u1,i178,1
u1,i417,1
u1,i30,1
u1,i4,1
u1,i98,1
u1,i5,1
u1,i436,1
u1,i401,1
u1,i247,1
u1,i313,1
u1,i436,1
u1,i73,1
u1,i429,1
u1,i6,1
u1,i428,1
u1,i433,1
u1,i141,1
u1,i256,1
u1,i1,1
u1,i6,1
u1,i142,1
u1,i7,1
u1,i178,1
u1,i153,1
u1,i40,1
u1,i534,1
u1,i146,1
u1,i419,1
u1,i153,1
u1,i98,1
u1,i94,1
u1,i207,1
u1,i3,1
u2,i135,1
u2,i170,1
u2,i139,1
u2,i171,1
u2,i1,1
u2,i203,1
u2,i164,1
u3,i505,1
u3,i96,1
u3,i47,1
u3,i47,1
u3,i36,1
u3,i148,1
u3,i36,1
u3,i198,1
u3,i153,1
u3,i13,1
u3,i67,1
u3,i125,1
u3,i196,1
u3,i77,1
u3,i36,1
u3,i205,1
u3,i136,1
u3,i137,1
u3,i39,1
u3,i89,1
u3,i115,1
u3,i103,1
u3,i117,1
u3,i30,1
u3,i73,1
u3,i213,1
u4,i12,1
u4,i9,1
u4,i501,1
u4,i1,1
u4,i7,1
u4,i94,1
u4,i5,1
u4,i38,1
u4,i489,1
u4,i184,1
u4,i171,1
u5,i139,1
u5,i57,1
u5,i56,1
u5,i294,1
u5,i459,1
u5,i256,1
u5,i186,1
u5,i68,1
u5,i98,1
u5,i174,1
u5,i152,1
u5,i7,1
u5,i138,1
u5,i500,1
u5,i89,1
u5,i181,1
u5,i183,1
u5,i96,1
u5,i106,1
u5,i434,1
u5,i443,1
u5,i103,1
u5,i288,1
u5,i12,1
u5,i65,1
u5,i388,1
u5,i337,1
u5,i402,1
u5,i17,1
u5,i6,1
u5,i255,1
u5,i39,1
u5,i105,1
u5,i3,1
u5,i342,1
u5,i82,1
u5,i266,1
u5,i196,1
u5,i36,1
u5,i101,1
u5,i242,1
u5,i179,1
u5,i21,1
u5,i242,1
u5,i534,1
u5,i397,1
u5,i101,1
u5,i99,1
u5,i129,1
u5,i535,1
u5,i184,1
u5,i314,1
u5,i9,1
u5,i237,1
u5,i21,1
u5,i528,1
u5,i243,1
u5,i343,1
u5,i11,1
u5,i199,1
u5,i190,1
u5,i140,1
u5,i124,1
u5,i244,1
u5,i87,1
u5,i494,1
u5,i188,1
u5,i153,1
u5,i176,1
u5,i262,1
u6,i254,1
u6,i179,1
u6,i1,1
u6,i96,1
u6,i193,1
u6,i249,1
u6,i164,1
u6,i183,1
u6,i102,1
u6,i241,1
u6,i6,1
u6,i147,1
u6,i144,1
u6,i10,1
u6,i249,1
u6,i153,1
u6,i136,1
u6,i153,1
u6,i59,1
u6,i148,1
u6,i113,1
u6,i4,1
u6,i286,1
u6,i102,1
u6,i309,1
u6,i11,1
u6,i243,1
u6,i3,1
u6,i237,1
u6,i129,1
u6,i51,1
u6,i186,1
u6,i232,1
u6,i91,1
u6,i252,1
u6,i239,1
u6,i285,1
u6,i101,1
u6,i253,1
u6,i111,1
u6,i83,1
u6,i67,1
u6,i240,1
u7,i3,1
u7,i143,1
u7,i142,1
u7,i183,1
u7,i13,1
u7,i13,1
u7,i183,1
u7,i142,1
u7,i183,1
u7,i1,1
u8,i523,1
u8,i9,1
u8,i119,1
u8,i171,1
u8,i88,1
u8,i181,1
u8,i119,1
u8,i212,1
u8,i528,1
u8,i119,1
u8,i528,1
u8,i1,1
u8,i134,1
u8,i195,1
u9,i228,1
u9,i312,1
u9,i89,1
u9,i134,1
u9,i372,1
u9,i523,1
